ts38| 364.433000842 388.990422861 374.051213832 395.950705886 412.734167469 379.647702274 396.085352014 400.245345737 351.055988949 348.942350387 343.421557597 379.673139523
ts39| 1518.36247903 1697.10089212 1811.66703951 1653.02581819 1868.51955912 1653.7566171 1688.0878484 1546.20329311 1807.24653878 1429.60393547 1404.42285314 1721.45082418
ts40| 1126.74113056 1001.47059112 1139.44295937 1113.10956751 1087.96122701 988.16806528 1157.32176321 1080.8756621 1164.81527342 1056.39853099 985.327220778 1157.63196701
ts41| 49.688514768 45.4708660923 46.9373538221 50.5143177152 43.4869031265 43.0605306434 44.6232853222 52.7132483192 48.8187185038 49.0511590259 42.9374246545 49.6649183281
ts42| 1018.47185694 1026.50961522 1186.87324561 909.348676748 1221.74763868 1193.37845732 1032.43317729 1096.40903326 945.221794765 951.486599809 1191.64573755 1011.94813993
ts43| 466.120000044 470.77209953 443.215058582 464.308458125 460.33068507 496.958296344 504.677247856 462.316218141 438.964310191 446.244992526 471.56318982 463.221393637
ts44| 128.576640343 127.383490834 128.940511837 119.243324534 118.538304071 112.334963051 115.881851377 117.655533713 129.603546621 134.327674818 131.343778534 134.734361777
ts45| 1317.08853935 1666.89339007 1436.43255665 1411.05358471 1728.71204495 1288.13398586 1279.61678778 1351.10212538 1480.91427224 1317.48636016 1633.2773634 1382.60395981
ts46| 1504.55040483 1236.01700773 1353.86859357 1437.94515564 1160.35630709 1236.95178989 1424.45334024 1372.79954627 1376.80709511 1437.3183482 1198.79767766 1289.48010691
ts47| 563.273134193 535.081810036 540.785466969 589.929271653 619.757114922 526.038630029 579.541139227 531.220214137 572.648821096 492.307071643 576.085248815 535.793406512
ts48| 2211.91121962 1978.58698709 2382.90646656 2475.15729382 2278.03435713 2362.81320952 2367.83242266 2234.71331034 2380.06059408 2192.25555381 1976.69043171 2483.78832996
ts51| 4246134.95215 4045127.80632 4417514.22845 4365383.94851 3490148.01376 4202758.71317 3883380.92307 3820717.17115 3459372.2644 3911270.06529 3472688.7372 3696221.7384
ts52| 2158719.20728 2707170.75104 3132229.60941 2355716.87399 2075871.54303 2016104.30253 1898978.45484 2020221.35327 2476675.37507 2185540.32485 2250071.70869 2537149.19424
ts53| 10314.539475 10308.3422992 10365.1632862 10486.5606514 10401.2864892 10351.655922 10430.3257378 10515.6066302 10445.8576153 10442.891413 10439.9260529 10516.0482949
ts59| 38849.2330077 41943.7038323 45489.1271752 41367.7807139 44036.3458165 42340.129921 43523.9923454 42403.5181579 42936.7599457 44254.5120823 40750.5091553 40983.7371943
ts61| 4630.27644161 5285.48599715 4952.69846718 5294.48425968 5363.18799214 4360.71298616 5312.99429097 5285.34329095 5381.67989151 5293.53133828 5378.17755804 4553.29238745
ts62| 395.74466134 369.667964202 339.163132582 395.597471705 321.881095492 357.060847592 348.868551745 337.850067128 340.030122301 414.474398831 405.632756124 404.891126978
ts63| 576.414170077 598.509529741 574.995058921 563.895780221 535.108455858 545.717502728 554.270839684 538.112393169 533.166867595 579.788538101 624.89675718 632.40970251
ts64| 421.657684557 546.720558996 606.73481094 693.559346073 707.901394593 720.379250991 811.271533134 795.873147589 633.276294313 608.761649409 566.858555167 466.690739767
ts66| 48474.7711108 50984.6434887 48487.2792152 49953.3454745 51985.5855565 46498.3337825 52318.5754593 49212.4420793 48204.1674683 45570.6778151 50917.8464162 49950.9977224
